original_ds,df,RiscoOriginal,RiscoTransformado,UtilOriginal,UtilTransformado,model
ds4,ds4_transf2_qi0.csv,0.994,0.042772252,0.986803982,0.987802305,Random Forest
ds4,ds4_transf2_qi0.csv,0.994,0.042772252,0.986484593,0.988443148,Random Forest
ds4,ds4_transf2_qi0.csv,0.994,0.042772252,0.987171325,0.9884637,Random Forest
ds4,ds4_transf2_qi0.csv,0.994,0.042772252,0.986853256,0.988461191,Random Forest
ds4,ds4_transf2_qi1.csv,0.991375,0.042112166,0.985150324,0.960539738,Random Forest
ds4,ds4_transf2_qi1.csv,0.991375,0.042112166,0.985803355,0.96065839,Random Forest
ds4,ds4_transf2_qi1.csv,0.991375,0.042112166,0.985785185,0.960596316,Random Forest
ds4,ds4_transf2_qi1.csv,0.991375,0.042112166,0.987514489,0.970334549,Random Forest
ds4,ds4_transf2_qi1.csv,0.991375,0.042112166,0.987764918,0.973520036,Random Forest
ds4,ds4_transf2_qi1.csv,0.991375,0.042112166,0.986803982,0.972648009,Random Forest
ds4,ds4_transf2_qi1.csv,0.991375,0.042112166,0.986484593,0.973913048,Random Forest
ds4,ds4_transf2_qi1.csv,0.991375,0.042112166,0.987171325,0.972430194,Random Forest
ds4,ds4_transf2_qi1.csv,0.991375,0.042112166,0.986853256,0.972295311,Random Forest
ds16,ds16_transf0_qi4.csv,0.9955,0.041817845,0.993618425,0.994595261,Random Forest
ds16,ds16_transf0_qi4.csv,0.9955,0.041817845,0.994594391,0.994916093,Random Forest
ds16,ds16_transf0_qi4.csv,0.9955,0.041817845,0.993934096,0.994598058,Random Forest
ds16,ds16_transf0_qi4.csv,0.9955,0.041817845,0.996847616,0.9971571,Random Forest
ds16,ds16_transf0_qi4.csv,0.9955,0.041817845,0.996519906,0.997474421,Random Forest
ds16,ds16_transf0_qi4.csv,0.9955,0.041817845,0.996194655,0.997160114,Random Forest
ds16,ds16_transf0_qi4.csv,0.9955,0.041817845,0.996200422,0.996833509,Random Forest
ds16,ds16_transf0_qi4.csv,0.9955,0.041817845,0.995859974,0.997474421,Random Forest
ds16,ds16_transf0_qi4.csv,0.9955,0.041817845,0.99619002,0.997474906,Random Forest
ds4,ds4_transf1_qi4.csv,0.979375,0.041139523,0.985150324,0.986856026,Random Forest
ds4,ds4_transf1_qi4.csv,0.979375,0.041139523,0.985803355,0.986762122,Random Forest
ds4,ds4_transf1_qi4.csv,0.979375,0.041139523,0.985785185,0.987431875,Random Forest
ds4,ds4_transf1_qi4.csv,0.979375,0.041139523,0.987514489,0.987176971,Random Forest
ds4,ds4_transf1_qi4.csv,0.979375,0.041139523,0.987764918,0.989130253,Random Forest
ds4,ds4_transf1_qi4.csv,0.979375,0.041139523,0.986803982,0.987201894,Random Forest
ds4,ds4_transf1_qi4.csv,0.979375,0.041139523,0.986484593,0.989109283,Random Forest
ds4,ds4_transf1_qi4.csv,0.979375,0.041139523,0.987171325,0.989484741,Random Forest
ds4,ds4_transf1_qi4.csv,0.979375,0.041139523,0.986853256,0.987210142,Random Forest
ds4,ds4_transf0_qi4.csv,0.979375,0.04113911,0.985150324,0.986398944,Random Forest
ds4,ds4_transf0_qi4.csv,0.979375,0.04113911,0.985803355,0.987101598,Random Forest
ds4,ds4_transf0_qi4.csv,0.979375,0.04113911,0.985785185,0.987078684,Random Forest
ds4,ds4_transf0_qi4.csv,0.979375,0.04113911,0.987514489,0.988477707,Random Forest
ds4,ds4_transf0_qi4.csv,0.979375,0.04113911,0.987764918,0.988465905,Random Forest
ds4,ds4_transf0_qi4.csv,0.979375,0.04113911,0.986803982,0.988448478,Random Forest
ds4,ds4_transf0_qi4.csv,0.979375,0.04113911,0.986484593,0.988781024,Random Forest
ds4,ds4_transf0_qi4.csv,0.979375,0.04113911,0.987171325,0.988477396,Random Forest
ds4,ds4_transf0_qi4.csv,0.979375,0.04113911,0.986853256,0.989096629,Random Forest
ds14,ds14_transf2_qi0.csv,0.9955,0.041731315,0.946005636,0.895186826,Random Forest
ds14,ds14_transf2_qi0.csv,0.9955,0.041731315,0.947505034,0.898010673,Random Forest
ds14,ds14_transf2_qi0.csv,0.9955,0.041731315,0.94531592,0.897730075,Random Forest
ds14,ds14_transf2_qi0.csv,0.9955,0.041731315,0.973710756,0.959411379,Random Forest
ds14,ds14_transf2_qi0.csv,0.9955,0.041731315,0.9758224,0.962389942,Random Forest
ds14,ds14_transf2_qi0.csv,0.9955,0.041731315,0.974062858,0.958220885,Random Forest
ds14,ds14_transf2_qi0.csv,0.9955,0.041731315,0.976166515,0.9622908,Random Forest
ds14,ds14_transf2_qi0.csv,0.9955,0.041731315,0.977572576,0.965074305,Random Forest
ds14,ds14_transf2_qi0.csv,0.9955,0.041731315,0.979689062,0.968790208,Random Forest
ds68,ds68_transf0_qi1.csv,0.960511685,0.040089595,0.974109648,0.9664182,Random Forest
ds68,ds68_transf0_qi1.csv,0.960511685,0.040089595,0.973220289,0.966606189,Random Forest
ds68,ds68_transf0_qi1.csv,0.960511685,0.040089595,0.973207234,0.966586917,Random Forest
ds68,ds68_transf0_qi1.csv,0.960511685,0.040089595,0.990356241,0.98835862,Random Forest
ds68,ds68_transf0_qi1.csv,0.960511685,0.040089595,0.990861495,0.988838945,Random Forest
ds68,ds68_transf0_qi1.csv,0.960511685,0.040089595,0.990470015,0.988825945,Random Forest
ds68,ds68_transf0_qi1.csv,0.960511685,0.040089595,0.994338395,0.992756953,Random Forest
ds68,ds68_transf0_qi1.csv,0.960511685,0.040089595,0.993994074,0.993491558,Random Forest
ds68,ds68_transf0_qi1.csv,0.960511685,0.040089595,0.994278575,0.992872424,Random Forest
ds4,ds4_transf1_qi1.csv,0.991375,0.041228209,0.985150324,0.956631518,Random Forest
ds4,ds4_transf1_qi1.csv,0.991375,0.041228209,0.985803355,0.957973958,Random Forest
ds4,ds4_transf1_qi1.csv,0.991375,0.041228209,0.985785185,0.958416013,Random Forest
ds4,ds4_transf1_qi1.csv,0.991375,0.041228209,0.987514489,0.972654184,Random Forest
ds4,ds4_transf1_qi1.csv,0.991375,0.041228209,0.987764918,0.972184615,Random Forest
ds4,ds4_transf1_qi1.csv,0.991375,0.041228209,0.986803982,0.971751455,Random Forest
ds4,ds4_transf1_qi1.csv,0.991375,0.041228209,0.986484593,0.975381845,Random Forest
ds4,ds4_transf1_qi1.csv,0.991375,0.041228209,0.987171325,0.976461851,Random Forest
ds4,ds4_transf1_qi1.csv,0.991375,0.041228209,0.986853256,0.97478761,Random Forest
ds33,ds33_transf2_qi1.csv,0.943707144,0.03882267,0.833349587,0.83113385,Random Forest
ds33,ds33_transf2_qi1.csv,0.943707144,0.03882267,0.832113085,0.829514175,Random Forest
ds33,ds33_transf2_qi1.csv,0.943707144,0.03882267,0.831646762,0.828557412,Random Forest
ds33,ds33_transf2_qi1.csv,0.943707144,0.03882267,0.859526387,0.844482546,Random Forest
ds33,ds33_transf2_qi1.csv,0.943707144,0.03882267,0.85843826,0.843017328,Random Forest
ds33,ds33_transf2_qi1.csv,0.943707144,0.03882267,0.860036449,0.84248681,Random Forest
ds33,ds33_transf2_qi1.csv,0.943707144,0.03882267,0.872689344,0.854737575,Random Forest
ds33,ds33_transf2_qi1.csv,0.943707144,0.03882267,0.870098451,0.852278324,Random Forest
ds33,ds33_transf2_qi1.csv,0.943707144,0.03882267,0.871555378,0.8526347,Random Forest
ds16,ds16_transf1_qi4.csv,0.9955,0.040553653,0.993618425,0.992681964,Random Forest
ds16,ds16_transf1_qi4.csv,0.9955,0.040553653,0.994594391,0.99299886,Random Forest
ds16,ds16_transf1_qi4.csv,0.9955,0.040553653,0.993934096,0.993318635,Random Forest
ds16,ds16_transf1_qi4.csv,0.9955,0.040553653,0.996847616,0.994931144,Random Forest
ds16,ds16_transf1_qi4.csv,0.9955,0.040553653,0.996519906,0.995882587,Random Forest
ds16,ds16_transf1_qi4.csv,0.9955,0.040553653,0.996194655,0.99523518,Random Forest
ds16,ds16_transf1_qi4.csv,0.9955,0.040553653,0.996200422,0.996201636,Random Forest
ds16,ds16_transf1_qi4.csv,0.9955,0.040553653,0.995859974,0.994916131,Random Forest
ds16,ds16_transf1_qi4.csv,0.9955,0.040553653,0.99619002,0.995558883,Random Forest
ds14,ds14_transf0_qi4.csv,0.9955,0.040217236,0.946005636,0.925260528,Random Forest
ds14,ds14_transf0_qi4.csv,0.9955,0.040217236,0.947505034,0.926176772,Random Forest
ds14,ds14_transf0_qi4.csv,0.9955,0.040217236,0.94531592,0.929502642,Random Forest
ds14,ds14_transf0_qi4.csv,0.9955,0.040217236,0.973710756,0.961677299,Random Forest
ds14,ds14_transf0_qi4.csv,0.9955,0.040217236,0.9758224,0.962302707,Random Forest
ds14,ds14_transf0_qi4.csv,0.9955,0.040217236,0.974062858,0.963245229,Random Forest
ds14,ds14_transf0_qi4.csv,0.9955,0.040217236,0.976166515,0.966671702,Random Forest
ds14,ds14_transf0_qi4.csv,0.9955,0.040217236,0.977572576,0.968421579,Random Forest
ds14,ds14_transf0_qi4.csv,0.9955,0.040217236,0.979689062,0.966912769,Random Forest
ds38,ds38_transf0_qi2.csv,0.404314948,0.016146517,0.836920226,0.834623378,Random Forest
ds38,ds38_transf0_qi2.csv,0.404314948,0.016146517,0.836920226,0.834623378,Random Forest
ds38,ds38_transf0_qi2.csv,0.404314948,0.016146517,0.836920226,0.834623378,Random Forest
ds38,ds38_transf0_qi2.csv,0.404314948,0.016146517,0.836920226,0.834623378,Random Forest
ds38,ds38_transf0_qi2.csv,0.404314948,0.016146517,0.837136545,0.834623378,Random Forest
ds38,ds38_transf0_qi2.csv,0.404314948,0.016146517,0.837136545,0.834623378,Random Forest
ds38,ds38_transf0_qi2.csv,0.404314948,0.016146517,0.837642917,0.835263272,Random Forest
ds38,ds38_transf0_qi2.csv,0.404314948,0.016146517,0.837687946,0.834920882,Random Forest
ds38,ds38_transf0_qi2.csv,0.404314948,0.016146517,0.837597638,0.835181202,Random Forest
ds38,ds38_transf1_qi2.csv,0.404314948,0.016146517,0.836920226,0.834623378,Random Forest
ds38,ds38_transf1_qi2.csv,0.404314948,0.016146517,0.836920226,0.834623378,Random Forest
ds38,ds38_transf1_qi2.csv,0.404314948,0.016146517,0.836920226,0.834623378,Random Forest
ds38,ds38_transf1_qi2.csv,0.404314948,0.016146517,0.836920226,0.834579068,Random Forest
ds38,ds38_transf1_qi2.csv,0.404314948,0.016146517,0.837136545,0.834623378,Random Forest
ds38,ds38_transf1_qi2.csv,0.404314948,0.016146517,0.837136545,0.834623378,Random Forest
ds38,ds38_transf1_qi2.csv,0.404314948,0.016146517,0.837642917,0.83535075,Random Forest
ds38,ds38_transf1_qi2.csv,0.404314948,0.016146517,0.837687946,0.835055304,Random Forest
ds38,ds38_transf1_qi2.csv,0.404314948,0.016146517,0.837597638,0.834920882,Random Forest
ds38,ds38_transf2_qi2.csv,0.404314948,0.016146517,0.836920226,0.834623378,Random Forest
ds38,ds38_transf2_qi2.csv,0.404314948,0.016146517,0.836920226,0.834623378,Random Forest
ds38,ds38_transf2_qi2.csv,0.404314948,0.016146517,0.836920226,0.834623378,Random Forest
ds38,ds38_transf2_qi2.csv,0.404314948,0.016146517,0.836920226,0.834623378,Random Forest
ds38,ds38_transf2_qi2.csv,0.404314948,0.016146517,0.837136545,0.834623378,Random Forest
ds38,ds38_transf2_qi2.csv,0.404314948,0.016146517,0.837136545,0.834623378,Random Forest
ds38,ds38_transf2_qi2.csv,0.404314948,0.016146517,0.837642917,0.835180874,Random Forest
ds38,ds38_transf2_qi2.csv,0.404314948,0.016146517,0.837687946,0.835392496,Random Forest
ds38,ds38_transf2_qi2.csv,0.404314948,0.016146517,0.837597638,0.834965181,Random Forest
ds14,ds14_transf1_qi3.csv,0.9955,0.03924847,0.946005636,0.917369962,Random Forest
ds14,ds14_transf1_qi3.csv,0.9955,0.03924847,0.947505034,0.91009006,Random Forest
ds14,ds14_transf1_qi3.csv,0.9955,0.03924847,0.94531592,0.90943052,Random Forest
ds14,ds14_transf1_qi3.csv,0.9955,0.03924847,0.973710756,0.96092057,Random Forest
ds14,ds14_transf1_qi3.csv,0.9955,0.03924847,0.9758224,0.962040432,Random Forest
ds14,ds14_transf1_qi3.csv,0.9955,0.03924847,0.974062858,0.962577607,Random Forest
ds14,ds14_transf1_qi3.csv,0.9955,0.03924847,0.976166515,0.965212185,Random Forest
ds14,ds14_transf1_qi3.csv,0.9955,0.03924847,0.977572576,0.967296465,Random Forest
ds14,ds14_transf1_qi3.csv,0.9955,0.03924847,0.979689062,0.96758113,Random Forest
ds32,ds32_transf0_qi4.csv,0.965094621,0.037658128,0.805337346,0.794480599,Random Forest
ds32,ds32_transf0_qi4.csv,0.965094621,0.037658128,0.806421499,0.792388537,Random Forest
ds32,ds32_transf0_qi4.csv,0.965094621,0.037658128,0.806095249,0.793577329,Random Forest
ds32,ds32_transf0_qi4.csv,0.965094621,0.037658128,0.829907204,0.812796489,Random Forest
ds32,ds32_transf0_qi4.csv,0.965094621,0.037658128,0.829093097,0.809886729,Random Forest
ds32,ds32_transf0_qi4.csv,0.965094621,0.037658128,0.830917792,0.809528069,Random Forest
ds32,ds32_transf0_qi4.csv,0.965094621,0.037658128,0.836360318,0.813051412,Random Forest
ds32,ds32_transf0_qi4.csv,0.965094621,0.037658128,0.835663136,0.814513719,Random Forest
ds32,ds32_transf0_qi4.csv,0.965094621,0.037658128,0.83585398,0.816333661,Random Forest
ds14,ds14_transf2_qi1.csv,0.9955,0.038677687,0.946005636,0.91828556,Random Forest
ds14,ds14_transf2_qi1.csv,0.9955,0.038677687,0.947505034,0.924535157,Random Forest
ds14,ds14_transf2_qi1.csv,0.9955,0.038677687,0.94531592,0.923712033,Random Forest
ds14,ds14_transf2_qi1.csv,0.9955,0.038677687,0.973710756,0.95927548,Random Forest
ds14,ds14_transf2_qi1.csv,0.9955,0.038677687,0.9758224,0.958890025,Random Forest
ds14,ds14_transf2_qi1.csv,0.9955,0.038677687,0.974062858,0.963630985,Random Forest
ds14,ds14_transf2_qi1.csv,0.9955,0.038677687,0.976166515,0.966592655,Random Forest
ds14,ds14_transf2_qi1.csv,0.9955,0.038677687,0.977572576,0.966661245,Random Forest
ds14,ds14_transf2_qi1.csv,0.9955,0.038677687,0.979689062,0.966627443,Random Forest
ds14,ds14_transf1_qi1.csv,0.9955,0.038259854,0.946005636,0.922443795,Random Forest
ds14,ds14_transf1_qi1.csv,0.9955,0.038259854,0.947505034,0.922150698,Random Forest
ds14,ds14_transf1_qi1.csv,0.9955,0.038259854,0.94531592,0.923683317,Random Forest
ds14,ds14_transf1_qi1.csv,0.9955,0.038259854,0.973710756,0.964646117,Random Forest
ds14,ds14_transf1_qi1.csv,0.9955,0.038259854,0.9758224,0.963846286,Random Forest
ds14,ds14_transf1_qi1.csv,0.9955,0.038259854,0.974062858,0.964248524,Random Forest
ds14,ds14_transf1_qi1.csv,0.9955,0.038259854,0.976166515,0.968185571,Random Forest
ds14,ds14_transf1_qi1.csv,0.9955,0.038259854,0.977572576,0.969474079,Random Forest
ds14,ds14_transf1_qi1.csv,0.9955,0.038259854,0.979689062,0.967967162,Random Forest
ds14,ds14_transf2_qi3.csv,0.9955,0.038248524,0.946005636,0.917385957,Random Forest
ds14,ds14_transf2_qi3.csv,0.9955,0.038248524,0.947505034,0.912234915,Random Forest
ds14,ds14_transf2_qi3.csv,0.9955,0.038248524,0.94531592,0.918474702,Random Forest
ds14,ds14_transf2_qi3.csv,0.9955,0.038248524,0.973710756,0.96577367,Random Forest
ds14,ds14_transf2_qi3.csv,0.9955,0.038248524,0.9758224,0.964976098,Random Forest
ds14,ds14_transf2_qi3.csv,0.9955,0.038248524,0.974062858,0.961045063,Random Forest
ds14,ds14_transf2_qi3.csv,0.9955,0.038248524,0.976166515,0.970086303,Random Forest
ds14,ds14_transf2_qi3.csv,0.9955,0.038248524,0.977572576,0.966523515,Random Forest
ds14,ds14_transf2_qi3.csv,0.9955,0.038248524,0.979689062,0.968506478,Random Forest
ds14,ds14_transf0_qi3.csv,0.9955,0.037992344,0.946005636,0.906650109,Random Forest
ds14,ds14_transf0_qi3.csv,0.9955,0.037992344,0.947505034,0.907028505,Random Forest
ds14,ds14_transf0_qi3.csv,0.9955,0.037992344,0.94531592,0.903226181,Random Forest
ds14,ds14_transf0_qi3.csv,0.9955,0.037992344,0.973710756,0.956972154,Random Forest
ds14,ds14_transf0_qi3.csv,0.9955,0.037992344,0.9758224,0.954421198,Random Forest
ds14,ds14_transf0_qi3.csv,0.9955,0.037992344,0.974062858,0.956177796,Random Forest
ds14,ds14_transf0_qi3.csv,0.9955,0.037992344,0.976166515,0.959264477,Random Forest
ds14,ds14_transf0_qi3.csv,0.9955,0.037992344,0.977572576,0.962215217,Random Forest
ds14,ds14_transf0_qi3.csv,0.9955,0.037992344,0.979689062,0.962746931,Random Forest
ds14,ds14_transf1_qi2.csv,0.9955,0.037546641,0.946005636,0.932275468,Random Forest
ds14,ds14_transf1_qi2.csv,0.9955,0.037546641,0.947505034,0.926090122,Random Forest
ds14,ds14_transf1_qi2.csv,0.9955,0.037546641,0.94531592,0.925946316,Random Forest
ds14,ds14_transf1_qi2.csv,0.9955,0.037546641,0.973710756,0.968975581,Random Forest
ds14,ds14_transf1_qi2.csv,0.9955,0.037546641,0.9758224,0.964352766,Random Forest
ds14,ds14_transf1_qi2.csv,0.9955,0.037546641,0.974062858,0.963489672,Random Forest
ds14,ds14_transf1_qi2.csv,0.9955,0.037546641,0.976166515,0.968926478,Random Forest
ds14,ds14_transf1_qi2.csv,0.9955,0.037546641,0.977572576,0.97005944,Random Forest
ds14,ds14_transf1_qi2.csv,0.9955,0.037546641,0.979689062,0.971181105,Random Forest
ds14,ds14_transf1_qi4.csv,0.9955,0.036450268,0.946005636,0.923453792,Random Forest
ds14,ds14_transf1_qi4.csv,0.9955,0.036450268,0.947505034,0.922268138,Random Forest
ds14,ds14_transf1_qi4.csv,0.9955,0.036450268,0.94531592,0.920838807,Random Forest
ds14,ds14_transf1_qi4.csv,0.9955,0.036450268,0.973710756,0.963263331,Random Forest
ds14,ds14_transf1_qi4.csv,0.9955,0.036450268,0.9758224,0.959060345,Random Forest
ds14,ds14_transf1_qi4.csv,0.9955,0.036450268,0.974062858,0.961981933,Random Forest
ds14,ds14_transf1_qi4.csv,0.9955,0.036450268,0.976166515,0.966656943,Random Forest
ds14,ds14_transf1_qi4.csv,0.9955,0.036450268,0.977572576,0.967083389,Random Forest
ds14,ds14_transf1_qi4.csv,0.9955,0.036450268,0.979689062,0.964901955,Random Forest
ds14,ds14_transf2_qi4.csv,0.9955,0.036105428,0.946005636,0.925065127,Random Forest
ds14,ds14_transf2_qi4.csv,0.9955,0.036105428,0.947505034,0.930707429,Random Forest
ds14,ds14_transf2_qi4.csv,0.9955,0.036105428,0.94531592,0.93160606,Random Forest
ds14,ds14_transf2_qi4.csv,0.9955,0.036105428,0.973710756,0.962339212,Random Forest
ds14,ds14_transf2_qi4.csv,0.9955,0.036105428,0.9758224,0.965713708,Random Forest
ds14,ds14_transf2_qi4.csv,0.9955,0.036105428,0.974062858,0.966418045,Random Forest
ds14,ds14_transf2_qi4.csv,0.9955,0.036105428,0.976166515,0.968968495,Random Forest
ds14,ds14_transf2_qi4.csv,0.9955,0.036105428,0.977572576,0.969671165,Random Forest
ds14,ds14_transf2_qi4.csv,0.9955,0.036105428,0.979689062,0.971554538,Random Forest
ds14,ds14_transf2_qi2.csv,0.9955,0.035980938,0.946005636,0.925126009,Random Forest
ds14,ds14_transf2_qi2.csv,0.9955,0.035980938,0.947505034,0.92283171,Random Forest
ds14,ds14_transf2_qi2.csv,0.9955,0.035980938,0.94531592,0.926688236,Random Forest
ds14,ds14_transf2_qi2.csv,0.9955,0.035980938,0.973710756,0.965147316,Random Forest
ds14,ds14_transf2_qi2.csv,0.9955,0.035980938,0.9758224,0.959803649,Random Forest
ds14,ds14_transf2_qi2.csv,0.9955,0.035980938,0.974062858,0.961542861,Random Forest
ds14,ds14_transf2_qi2.csv,0.9955,0.035980938,0.976166515,0.964528488,Random Forest
ds14,ds14_transf2_qi2.csv,0.9955,0.035980938,0.977572576,0.968185063,Random Forest
ds14,ds14_transf2_qi2.csv,0.9955,0.035980938,0.979689062,0.967378846,Random Forest
ds32,ds32_transf2_qi1.csv,0.969266875,0.034103694,0.805337346,0.798730461,Random Forest
ds32,ds32_transf2_qi1.csv,0.969266875,0.034103694,0.806421499,0.799916705,Random Forest
ds32,ds32_transf2_qi1.csv,0.969266875,0.034103694,0.806095249,0.800967942,Random Forest
ds32,ds32_transf2_qi1.csv,0.969266875,0.034103694,0.829907204,0.810469877,Random Forest
ds32,ds32_transf2_qi1.csv,0.969266875,0.034103694,0.829093097,0.811126519,Random Forest
ds32,ds32_transf2_qi1.csv,0.969266875,0.034103694,0.830917792,0.811358359,Random Forest
ds32,ds32_transf2_qi1.csv,0.969266875,0.034103694,0.836360318,0.812548624,Random Forest
ds32,ds32_transf2_qi1.csv,0.969266875,0.034103694,0.835663136,0.813596789,Random Forest
ds32,ds32_transf2_qi1.csv,0.969266875,0.034103694,0.83585398,0.81186882,Random Forest
ds10,ds10_transf2_qi2.csv,0.528861998,0.018514356,0.859577799,0.823822571,Random Forest
ds10,ds10_transf2_qi2.csv,0.528861998,0.018514356,0.857620819,0.824193407,Random Forest
ds10,ds10_transf2_qi2.csv,0.528861998,0.018514356,0.854934596,0.823178784,Random Forest
ds10,ds10_transf2_qi2.csv,0.528861998,0.018514356,0.885410328,0.850736485,Random Forest
ds10,ds10_transf2_qi2.csv,0.528861998,0.018514356,0.887247453,0.847744961,Random Forest
ds10,ds10_transf2_qi2.csv,0.528861998,0.018514356,0.888126033,0.849339948,Random Forest
ds10,ds10_transf2_qi2.csv,0.528861998,0.018514356,0.888467366,0.861779641,Random Forest
ds10,ds10_transf2_qi2.csv,0.528861998,0.018514356,0.888622238,0.861938606,Random Forest
ds10,ds10_transf2_qi2.csv,0.528861998,0.018514356,0.890282413,0.862862778,Random Forest
ds32,ds32_transf1_qi1.csv,0.969266875,0.033922703,0.805337346,0.795684585,Random Forest
ds32,ds32_transf1_qi1.csv,0.969266875,0.033922703,0.806421499,0.796456198,Random Forest
ds32,ds32_transf1_qi1.csv,0.969266875,0.033922703,0.806095249,0.795472764,Random Forest
ds32,ds32_transf1_qi1.csv,0.969266875,0.033922703,0.829907204,0.808880674,Random Forest
ds32,ds32_transf1_qi1.csv,0.969266875,0.033922703,0.829093097,0.811695029,Random Forest
ds32,ds32_transf1_qi1.csv,0.969266875,0.033922703,0.830917792,0.809907109,Random Forest
ds32,ds32_transf1_qi1.csv,0.969266875,0.033922703,0.836360318,0.814637378,Random Forest
ds32,ds32_transf1_qi1.csv,0.969266875,0.033922703,0.835663136,0.816434574,Random Forest
ds32,ds32_transf1_qi1.csv,0.969266875,0.033922703,0.83585398,0.818375766,Random Forest
ds43,ds43_transf2_qi4.csv,0.461175461,0.015562147,0.898879633,0.897503545,Random Forest
ds43,ds43_transf2_qi4.csv,0.461175461,0.015562147,0.898879633,0.897503545,Random Forest
ds43,ds43_transf2_qi4.csv,0.461175461,0.015562147,0.898879633,0.897503545,Random Forest
ds43,ds43_transf2_qi4.csv,0.461175461,0.015562147,0.89990809,0.898177681,Random Forest
ds43,ds43_transf2_qi4.csv,0.461175461,0.015562147,0.89945446,0.898136889,Random Forest
ds43,ds43_transf2_qi4.csv,0.461175461,0.015562147,0.899604763,0.898666672,Random Forest
ds43,ds43_transf2_qi4.csv,0.461175461,0.015562147,0.900670665,0.89976165,Random Forest
ds43,ds43_transf2_qi4.csv,0.461175461,0.015562147,0.901100485,0.899184976,Random Forest
ds43,ds43_transf2_qi4.csv,0.461175461,0.015562147,0.901233328,0.89996882,Random Forest
ds43,ds43_transf0_qi4.csv,0.461175461,0.015562147,0.898879633,0.897503545,Random Forest
ds43,ds43_transf0_qi4.csv,0.461175461,0.015562147,0.898879633,0.897503545,Random Forest
ds43,ds43_transf0_qi4.csv,0.461175461,0.015562147,0.898879633,0.897503545,Random Forest
ds43,ds43_transf0_qi4.csv,0.461175461,0.015562147,0.89990809,0.898745404,Random Forest
ds43,ds43_transf0_qi4.csv,0.461175461,0.015562147,0.89945446,0.898136777,Random Forest
ds43,ds43_transf0_qi4.csv,0.461175461,0.015562147,0.899604763,0.897947009,Random Forest
ds43,ds43_transf0_qi4.csv,0.461175461,0.015562147,0.900670665,0.899521591,Random Forest
ds43,ds43_transf0_qi4.csv,0.461175461,0.015562147,0.901100485,0.900336442,Random Forest
ds43,ds43_transf0_qi4.csv,0.461175461,0.015562147,0.901233328,0.89960828,Random Forest
ds43,ds43_transf1_qi4.csv,0.461175461,0.015562147,0.898879633,0.897503545,Random Forest
ds43,ds43_transf1_qi4.csv,0.461175461,0.015562147,0.898879633,0.897503545,Random Forest
ds43,ds43_transf1_qi4.csv,0.461175461,0.015562147,0.898879633,0.897503545,Random Forest
ds43,ds43_transf1_qi4.csv,0.461175461,0.015562147,0.89990809,0.897649571,Random Forest
ds43,ds43_transf1_qi4.csv,0.461175461,0.015562147,0.89945446,0.898330198,Random Forest
ds43,ds43_transf1_qi4.csv,0.461175461,0.015562147,0.899604763,0.897949059,Random Forest
ds43,ds43_transf1_qi4.csv,0.461175461,0.015562147,0.900670665,0.900085185,Random Forest
ds43,ds43_transf1_qi4.csv,0.461175461,0.015562147,0.901100485,0.8997484,Random Forest
ds43,ds43_transf1_qi4.csv,0.461175461,0.015562147,0.901233328,0.899708155,Random Forest
ds43,ds43_transf2_qi3.csv,0.987641154,0.032535542,0.898879633,0.894754379,Random Forest
ds43,ds43_transf2_qi3.csv,0.987641154,0.032535542,0.898879633,0.894754379,Random Forest
ds43,ds43_transf2_qi3.csv,0.987641154,0.032535542,0.898879633,0.894754379,Random Forest
ds43,ds43_transf2_qi3.csv,0.987641154,0.032535542,0.89990809,0.894666225,Random Forest
ds43,ds43_transf2_qi3.csv,0.987641154,0.032535542,0.89945446,0.894897026,Random Forest
ds43,ds43_transf2_qi3.csv,0.987641154,0.032535542,0.899604763,0.894897026,Random Forest
ds43,ds43_transf2_qi3.csv,0.987641154,0.032535542,0.900670665,0.896395746,Random Forest
ds43,ds43_transf2_qi3.csv,0.987641154,0.032535542,0.901100485,0.895906258,Random Forest
ds43,ds43_transf2_qi3.csv,0.987641154,0.032535542,0.901233328,0.896246561,Random Forest
ds43,ds43_transf1_qi3.csv,0.987641154,0.032535542,0.898879633,0.894754379,Random Forest
ds43,ds43_transf1_qi3.csv,0.987641154,0.032535542,0.898879633,0.894754379,Random Forest
ds43,ds43_transf1_qi3.csv,0.987641154,0.032535542,0.898879633,0.894754379,Random Forest
ds43,ds43_transf1_qi3.csv,0.987641154,0.032535542,0.89990809,0.895395943,Random Forest
ds43,ds43_transf1_qi3.csv,0.987641154,0.032535542,0.89945446,0.894748289,Random Forest
ds43,ds43_transf1_qi3.csv,0.987641154,0.032535542,0.899604763,0.894938106,Random Forest
ds43,ds43_transf1_qi3.csv,0.987641154,0.032535542,0.900670665,0.895833059,Random Forest
ds43,ds43_transf1_qi3.csv,0.987641154,0.032535542,0.901100485,0.895912636,Random Forest
ds43,ds43_transf1_qi3.csv,0.987641154,0.032535542,0.901233328,0.895722754,Random Forest
ds43,ds43_transf0_qi3.csv,0.987641154,0.032535542,0.898879633,0.894754379,Random Forest
ds43,ds43_transf0_qi3.csv,0.987641154,0.032535542,0.898879633,0.894754379,Random Forest
ds43,ds43_transf0_qi3.csv,0.987641154,0.032535542,0.898879633,0.894754379,Random Forest
ds43,ds43_transf0_qi3.csv,0.987641154,0.032535542,0.89990809,0.895038723,Random Forest
ds43,ds43_transf0_qi3.csv,0.987641154,0.032535542,0.89945446,0.895122535,Random Forest
